hour,station,flow,direction,lat,lon
15,松江南京,1410,in,25.052015,121.533075
16,松江南京,1589,in,25.052015,121.533075
17,松江南京,4655,in,25.052015,121.533075
18,松江南京,8953,in,25.052015,121.533075
19,松江南京,4401,in,25.052015,121.533075
20,松江南京,2361,in,25.052015,121.533075
21,松江南京,2337,in,25.052015,121.533075
22,松江南京,1282,in,25.052015,121.533075
23,松江南京,532,in,25.052015,121.533075
0,松江南京,67,in,25.052015,121.533075
1,松江南京,0,in,25.052015,121.533075
5,台北小巨蛋,13,in,25.051836,121.55153
6,台北小巨蛋,202,in,25.051836,121.55153
7,台北小巨蛋,587,in,25.051836,121.55153
8,台北小巨蛋,799,in,25.051836,121.55153
9,台北小巨蛋,446,in,25.051836,121.55153
10,台北小巨蛋,429,in,25.051836,121.55153
11,台北小巨蛋,470,in,25.051836,121.55153
12,台北小巨蛋,612,in,25.051836,121.55153
13,台北小巨蛋,532,in,25.051836,121.55153
14,台北小巨蛋,564,in,25.051836,121.55153
15,台北小巨蛋,626,in,25.051836,121.55153
16,台北小巨蛋,1773,in,25.051836,121.55153
17,台北小巨蛋,3695,in,25.051836,121.55153
18,台北小巨蛋,4074,in,25.051836,121.55153
19,台北小巨蛋,2113,in,25.051836,121.55153
20,台北小巨蛋,1411,in,25.051836,121.55153
21,台北小巨蛋,1129,in,25.051836,121.55153
22,台北小巨蛋,537,in,25.051836,121.55153
23,台北小巨蛋,156,in,25.051836,121.55153
0,台北小巨蛋,11,in,25.051836,121.55153
1,台北小巨蛋,0,in,25.051836,121.55153
5,南京三民,29,in,25.051652,121.564708
6,南京三民,385,in,25.051652,121.564708
7,南京三民,1083,in,25.051652,121.564708
8,南京三民,1492,in,25.051652,121.564708
9,南京三民,789,in,25.051652,121.564708
10,南京三民,527,in,25.051652,121.564708
11,南京三民,587,in,25.051652,121.564708
12,南京三民,616,in,25.051652,121.564708
13,南京三民,750,in,25.051652,121.564708
14,南京三民,806,in,25.051652,121.564708
15,南京三民,678,in,25.051652,121.564708
16,南京三民,1051,in,25.051652,121.564708
17,南京三民,2422,in,25.051652,121.564708
18,南京三民,3600,in,25.051652,121.564708
19,南京三民,1829,in,25.051652,121.564708
20,南京三民,1316,in,25.051652,121.564708
21,南京三民,1129,in,25.051652,121.564708
22,南京三民,561,in,25.051652,121.564708
23,南京三民,212,in,25.051652,121.564708
0,南京三民,10,in,25.051652,121.564708
1,南京三民,0,in,25.051652,121.564708
5,松山,45,in,25.049283,121.578012
6,松山,526,in,25.049283,121.578012
7,松山,1841,in,25.049283,121.578012
8,松山,2556,in,25.049283,121.578012
9,松山,988,in,25.049283,121.578012
10,松山,523,in,25.049283,121.578012
11,松山,586,in,25.049283,121.578012
12,松山,662,in,25.049283,121.578012
13,松山,634,in,25.049283,121.578012
14,松山,564,in,25.049283,121.578012
15,松山,627,in,25.049283,121.578012
16,松山,682,in,25.049283,121.578012
17,松山,1299,in,25.049283,121.578012
18,松山,2757,in,25.049283,121.578012
19,松山,1934,in,25.049283,121.578012
20,松山,1166,in,25.049283,121.578012
21,松山,1345,in,25.049283,121.578012
22,松山,763,in,25.049283,121.578012
23,松山,350,in,25.049283,121.578012
0,松山,2,in,25.049283,121.578012
1,松山,0,in,25.049283,121.578012
5,輔大,77,in,25.032718,121.43547
6,輔大,424,in,25.032718,121.43547
7,輔大,1046,in,25.032718,121.43547
8,輔大,930,in,25.032718,121.43547
9,輔大,389,in,25.032718,121.43547
10,輔大,301,in,25.032718,121.43547
11,輔大,274,in,25.032718,121.43547
12,輔大,555,in,25.032718,121.43547
13,輔大,479,in,25.032718,121.43547
14,輔大,329,in,25.032718,121.43547
15,輔大,1047,in,25.032718,121.43547
16,輔大,831,in,25.032718,121.43547
17,輔大,1833,in,25.032718,121.43547
18,輔大,919,in,25.032718,121.43547
19,輔大,422,in,25.032718,121.43547
20,輔大,666,in,25.032718,121.43547
21,輔大,791,in,25.032718,121.43547
22,輔大,963,in,25.032718,121.43547
23,輔大,93,in,25.032718,121.43547
0,輔大,12,in,25.032718,121.43547
1,輔大,0,in,25.032718,121.43547
5,新莊,75,in,25.036125,121.452468
6,新莊,919,in,25.036125,121.452468
7,新莊,1946,in,25.036125,121.452468
8,新莊,1899,in,25.036125,121.452468
9,新莊,689,in,25.036125,121.452468
10,新莊,392,in,25.036125,121.452468
11,新莊,372,in,25.036125,121.452468
12,新莊,436,in,25.036125,121.452468
13,新莊,346,in,25.036125,121.452468
14,新莊,283,in,25.036125,121.452468
15,新莊,319,in,25.036125,121.452468
16,新莊,447,in,25.036125,121.452468
17,新莊,636,in,25.036125,121.452468
18,新莊,748,in,25.036125,121.452468
19,新莊,250,in,25.036125,121.452468
20,新莊,403,in,25.036125,121.452468
21,新莊,260,in,25.036125,121.452468
22,新莊,185,in,25.036125,121.452468
23,新莊,56,in,25.036125,121.452468
0,新莊,4,in,25.036125,121.452468
1,新莊,0,in,25.036125,121.452468
5,頭前庄,23,in,25.039705,121.461746
6,頭前庄,284,in,25.039705,121.461746
7,頭前庄,742,in,25.039705,121.461746
8,頭前庄,773,in,25.039705,121.461746
9,頭前庄,296,in,25.039705,121.461746
10,頭前庄,150,in,25.039705,121.461746
11,頭前庄,198,in,25.039705,121.461746
12,頭前庄,164,in,25.039705,121.461746
13,頭前庄,160,in,25.039705,121.461746
14,頭前庄,172,in,25.039705,121.461746
15,頭前庄,178,in,25.039705,121.461746
16,頭前庄,193,in,25.039705,121.461746
17,頭前庄,492,in,25.039705,121.461746
18,頭前庄,471,in,25.039705,121.461746
19,頭前庄,207,in,25.039705,121.461746
20,頭前庄,146,in,25.039705,121.461746
21,頭前庄,187,in,25.039705,121.461746
22,頭前庄,89,in,25.039705,121.461746
23,頭前庄,30,in,25.039705,121.461746
0,頭前庄,3,in,25.039705,121.461746
1,頭前庄,0,in,25.039705,121.461746
5,先嗇宮,22,in,25.046493,121.471916
6,先嗇宮,154,in,25.046493,121.471916
7,先嗇宮,320,in,25.046493,121.471916
8,先嗇宮,360,in,25.046493,121.471916
9,先嗇宮,148,in,25.046493,121.471916
10,先嗇宮,86,in,25.046493,121.471916
11,先嗇宮,112,in,25.046493,121.471916
12,先嗇宮,121,in,25.046493,121.471916
13,先嗇宮,100,in,25.046493,121.471916
14,先嗇宮,101,in,25.046493,121.471916
15,先嗇宮,130,in,25.046493,121.471916
16,先嗇宮,212,in,25.046493,121.471916
17,先嗇宮,561,in,25.046493,121.471916
18,先嗇宮,1074,in,25.046493,121.471916
19,先嗇宮,374,in,25.046493,121.471916
20,先嗇宮,196,in,25.046493,121.471916
21,先嗇宮,142,in,25.046493,121.471916
22,先嗇宮,79,in,25.046493,121.471916
23,先嗇宮,36,in,25.046493,121.471916
0,先嗇宮,4,in,25.046493,121.471916
1,先嗇宮,0,in,25.046493,121.471916
5,三重,15,in,25.055791,121.484725
6,三重,338,in,25.055791,121.484725
7,三重,706,in,25.055791,121.484725
8,三重,829,in,25.055791,121.484725
9,三重,308,in,25.055791,121.484725
10,三重,132,in,25.055791,121.484725
11,三重,137,in,25.055791,121.484725
12,三重,162,in,25.055791,121.484725
13,三重,143,in,25.055791,121.484725
14,三重,119,in,25.055791,121.484725
15,三重,136,in,25.055791,121.484725
16,三重,118,in,25.055791,121.484725
17,三重,282,in,25.055791,121.484725
18,三重,311,in,25.055791,121.484725
19,三重,139,in,25.055791,121.484725
20,三重,110,in,25.055791,121.484725
21,三重,102,in,25.055791,121.484725
22,三重,64,in,25.055791,121.484725
23,三重,29,in,25.055791,121.484725
0,三重,5,in,25.055791,121.484725
1,三重,0,in,25.055791,121.484725
5,菜寮,34,in,25.060274,121.492156
6,菜寮,741,in,25.060274,121.492156
7,菜寮,1541,in,25.060274,121.492156
8,菜寮,1712,in,25.060274,121.492156
9,菜寮,693,in,25.060274,121.492156
10,菜寮,379,in,25.060274,121.492156
11,菜寮,330,in,25.060274,121.492156
12,菜寮,299,in,25.060274,121.492156
13,菜寮,302,in,25.060274,121.492156
14,菜寮,273,in,25.060274,121.492156
15,菜寮,286,in,25.060274,121.492156
16,菜寮,356,in,25.060274,121.492156
17,菜寮,755,in,25.060274,121.492156
18,菜寮,614,in,25.060274,121.492156
19,菜寮,237,in,25.060274,121.492156
20,菜寮,198,in,25.060274,121.492156
21,菜寮,247,in,25.060274,121.492156
22,菜寮,159,in,25.060274,121.492156
23,菜寮,55,in,25.060274,121.492156
0,菜寮,7,in,25.060274,121.492156
1,菜寮,0,in,25.060274,121.492156
5,台北橋,27,in,25.063274,121.500762
6,台北橋,618,in,25.063274,121.500762
7,台北橋,1108,in,25.063274,121.500762
8,台北橋,1433,in,25.063274,121.500762
9,台北橋,654,in,25.063274,121.500762
10,台北橋,355,in,25.063274,121.500762
11,台北橋,309,in,25.063274,121.500762
12,台北橋,351,in,25.063274,121.500762
13,台北橋,328,in,25.063274,121.500762
14,台北橋,281,in,25.063274,121.500762
15,台北橋,274,in,25.063274,121.500762
16,台北橋,253,in,25.063274,121.500762
17,台北橋,374,in,25.063274,121.500762
18,台北橋,489,in,25.063274,121.500762
19,台北橋,369,in,25.063274,121.500762
20,台北橋,290,in,25.063274,121.500762
21,台北橋,298,in,25.063274,121.500762
22,台北橋,169,in,25.063274,121.500762
23,台北橋,91,in,25.063274,121.500762
0,台北橋,9,in,25.063274,121.500762
1,台北橋,0,in,25.063274,121.500762
5,大橋頭,34,in,25.063256,121.51272
6,大橋頭,429,in,25.063256,121.51272
7,大橋頭,1142,in,25.063256,121.51272
8,大橋頭,1481,in,25.063256,121.51272
9,大橋頭,786,in,25.063256,121.51272
10,大橋頭,495,in,25.063256,121.51272
11,大橋頭,443,in,25.063256,121.51272
12,大橋頭,509,in,25.063256,121.51272
13,大橋頭,515,in,25.063256,121.51272
14,大橋頭,416,in,25.063256,121.51272
15,大橋頭,574,in,25.063256,121.51272
16,大橋頭,689,in,25.063256,121.51272
17,大橋頭,1555,in,25.063256,121.51272
18,大橋頭,1470,in,25.063256,121.51272
19,大橋頭,745,in,25.063256,121.51272
20,大橋頭,463,in,25.063256,121.51272
21,大橋頭,578,in,25.063256,121.51272
22,大橋頭,391,in,25.063256,121.51272
23,大橋頭,113,in,25.063256,121.51272
0,大橋頭,17,in,25.063256,121.51272
1,大橋頭,0,in,25.063256,121.51272
5,中山國小,37,in,25.062694,121.526419
6,中山國小,409,in,25.062694,121.526419
7,中山國小,983,in,25.062694,121.526419
8,中山國小,1339,in,25.062694,121.526419
9,中山國小,835,in,25.062694,121.526419
10,中山國小,574,in,25.062694,121.526419
11,中山國小,542,in,25.062694,121.526419
12,中山國小,605,in,25.062694,121.526419
13,中山國小,603,in,25.062694,121.526419
14,中山國小,573,in,25.062694,121.526419
15,中山國小,562,in,25.062694,121.526419
16,中山國小,1007,in,25.062694,121.526419
17,中山國小,1780,in,25.062694,121.526419
18,中山國小,2509,in,25.062694,121.526419
19,中山國小,1394,in,25.062694,121.526419
20,中山國小,960,in,25.062694,121.526419
21,中山國小,944,in,25.062694,121.526419
22,中山國小,574,in,25.062694,121.526419
23,中山國小,263,in,25.062694,121.526419
0,中山國小,72,in,25.062694,121.526419
1,中山國小,0,in,25.062694,121.526419
5,行天宮,34,in,25.059718,121.533185
6,行天宮,399,in,25.059718,121.533185
7,行天宮,991,in,25.059718,121.533185
8,行天宮,1457,in,25.059718,121.533185
9,行天宮,939,in,25.059718,121.533185
10,行天宮,779,in,25.059718,121.533185
11,行天宮,933,in,25.059718,121.533185
12,行天宮,1125,in,25.059718,121.533185
13,行天宮,1087,in,25.059718,121.533185
14,行天宮,1163,in,25.059718,121.533185
15,行天宮,1123,in,25.059718,121.533185
16,行天宮,1326,in,25.059718,121.533185
17,行天宮,2899,in,25.059718,121.533185
18,行天宮,4913,in,25.059718,121.533185
19,行天宮,2620,in,25.059718,121.533185
20,行天宮,1572,in,25.059718,121.533185
21,行天宮,1478,in,25.059718,121.533185
22,行天宮,799,in,25.059718,121.533185
23,行天宮,291,in,25.059718,121.533185
0,行天宮,59,in,25.059718,121.533185
1,行天宮,0,in,25.059718,121.533185
5,東門,18,in,25.033847,121.528739
6,東門,352,in,25.033847,121.528739
7,東門,956,in,25.033847,121.528739
8,東門,1388,in,25.033847,121.528739
9,東門,803,in,25.033847,121.528739
10,東門,619,in,25.033847,121.528739
11,東門,832,in,25.033847,121.528739
12,東門,1102,in,25.033847,121.528739
13,東門,1197,in,25.033847,121.528739
14,東門,1205,in,25.033847,121.528739
15,東門,1082,in,25.033847,121.528739
16,東門,1456,in,25.033847,121.528739
17,東門,2637,in,25.033847,121.528739
18,東門,2790,in,25.033847,121.528739
19,東門,1711,in,25.033847,121.528739
20,東門,1448,in,25.033847,121.528739
21,東門,1636,in,25.033847,121.528739
22,東門,986,in,25.033847,121.528739
23,東門,233,in,25.033847,121.528739
0,東門,56,in,25.033847,121.528739
1,東門,0,in,25.033847,121.528739
5,蘆洲,122,in,25.091554,121.464471
6,蘆洲,1499,in,25.091554,121.464471
7,蘆洲,2910,in,25.091554,121.464471
8,蘆洲,2408,in,25.091554,121.464471
9,蘆洲,934,in,25.091554,121.464471
10,蘆洲,493,in,25.091554,121.464471
11,蘆洲,422,in,25.091554,121.464471
12,蘆洲,470,in,25.091554,121.464471
13,蘆洲,330,in,25.091554,121.464471
14,蘆洲,242,in,25.091554,121.464471
15,蘆洲,269,in,25.091554,121.464471
16,蘆洲,312,in,25.091554,121.464471
17,蘆洲,456,in,25.091554,121.464471
18,蘆洲,409,in,25.091554,121.464471
19,蘆洲,200,in,25.091554,121.464471
20,蘆洲,138,in,25.091554,121.464471
21,蘆洲,143,in,25.091554,121.464471
22,蘆洲,105,in,25.091554,121.464471
23,蘆洲,47,in,25.091554,121.464471
0,蘆洲,2,in,25.091554,121.464471
1,蘆洲,0,in,25.091554,121.464471
5,三民高中,109,in,25.085456,121.473389
6,三民高中,1326,in,25.085456,121.473389
7,三民高中,2429,in,25.085456,121.473389
8,三民高中,2273,in,25.085456,121.473389
9,三民高中,878,in,25.085456,121.473389
10,三民高中,580,in,25.085456,121.473389
11,三民高中,511,in,25.085456,121.473389
12,三民高中,504,in,25.085456,121.473389
13,三民高中,451,in,25.085456,121.473389
14,三民高中,322,in,25.085456,121.473389
15,三民高中,288,in,25.085456,121.473389
16,三民高中,303,in,25.085456,121.473389
17,三民高中,797,in,25.085456,121.473389
18,三民高中,510,in,25.085456,121.473389
19,三民高中,270,in,25.085456,121.473389
20,三民高中,200,in,25.085456,121.473389
21,三民高中,239,in,25.085456,121.473389
22,三民高中,113,in,25.085456,121.473389
23,三民高中,43,in,25.085456,121.473389
0,三民高中,1,in,25.085456,121.473389
1,三民高中,0,in,25.085456,121.473389
5,徐匯中學,64,in,25.080728,121.479673
6,徐匯中學,973,in,25.080728,121.479673
7,徐匯中學,2123,in,25.080728,121.479673
8,徐匯中學,2235,in,25.080728,121.479673
9,徐匯中學,888,in,25.080728,121.479673
10,徐匯中學,536,in,25.080728,121.479673
11,徐匯中學,464,in,25.080728,121.479673
12,徐匯中學,460,in,25.080728,121.479673
13,徐匯中學,373,in,25.080728,121.479673
14,徐匯中學,348,in,25.080728,121.479673
15,徐匯中學,295,in,25.080728,121.479673
16,徐匯中學,350,in,25.080728,121.479673
17,徐匯中學,596,in,25.080728,121.479673
18,徐匯中學,512,in,25.080728,121.479673
19,徐匯中學,277,in,25.080728,121.479673
20,徐匯中學,329,in,25.080728,121.479673
21,徐匯中學,324,in,25.080728,121.479673
22,徐匯中學,150,in,25.080728,121.479673
23,徐匯中學,58,in,25.080728,121.479673
0,徐匯中學,5,in,25.080728,121.479673
1,徐匯中學,0,in,25.080728,121.479673
5,三和國中,154,in,25.076859,121.486347
6,三和國中,1131,in,25.076859,121.486347
7,三和國中,2316,in,25.076859,121.486347
8,三和國中,2338,in,25.076859,121.486347
9,三和國中,954,in,25.076859,121.486347
10,三和國中,516,in,25.076859,121.486347
11,三和國中,444,in,25.076859,121.486347
12,三和國中,435,in,25.076859,121.486347
13,三和國中,425,in,25.076859,121.486347
14,三和國中,307,in,25.076859,121.486347
15,三和國中,266,in,25.076859,121.486347
16,三和國中,362,in,25.076859,121.486347
17,三和國中,774,in,25.076859,121.486347
18,三和國中,581,in,25.076859,121.486347
19,三和國中,281,in,25.076859,121.486347
20,三和國中,296,in,25.076859,121.486347
21,三和國中,200,in,25.076859,121.486347
22,三和國中,130,in,25.076859,121.486347
23,三和國中,47,in,25.076859,121.486347
0,三和國中,3,in,25.076859,121.486347
1,三和國中,0,in,25.076859,121.486347
5,三重國小,101,in,25.070319,121.496904
6,三重國小,1043,in,25.070319,121.496904
7,三重國小,2137,in,25.070319,121.496904
8,三重國小,2311,in,25.070319,121.496904
9,三重國小,964,in,25.070319,121.496904
10,三重國小,479,in,25.070319,121.496904
11,三重國小,436,in,25.070319,121.496904
12,三重國小,453,in,25.070319,121.496904
13,三重國小,387,in,25.070319,121.496904
14,三重國小,350,in,25.070319,121.496904
15,三重國小,305,in,25.070319,121.496904
16,三重國小,326,in,25.070319,121.496904
17,三重國小,473,in,25.070319,121.496904
18,三重國小,444,in,25.070319,121.496904
19,三重國小,285,in,25.070319,121.496904
20,三重國小,286,in,25.070319,121.496904
21,三重國小,219,in,25.070319,121.496904
22,三重國小,223,in,25.070319,121.496904
23,三重國小,67,in,25.070319,121.496904
0,三重國小,9,in,25.070319,121.496904
1,三重國小,0,in,25.070319,121.496904
5,迴龍,109,in,25.021862,121.41127
6,迴龍,950,in,25.021862,121.41127
7,迴龍,2071,in,25.021862,121.41127
8,迴龍,1571,in,25.021862,121.41127
9,迴龍,505,in,25.021862,121.41127
10,迴龍,313,in,25.021862,121.41127
11,迴龍,271,in,25.021862,121.41127
12,迴龍,256,in,25.021862,121.41127
13,迴龍,265,in,25.021862,121.41127
14,迴龍,211,in,25.021862,121.41127
15,迴龍,231,in,25.021862,121.41127
16,迴龍,395,in,25.021862,121.41127
17,迴龍,637,in,25.021862,121.41127
18,迴龍,441,in,25.021862,121.41127
19,迴龍,221,in,25.021862,121.41127
20,迴龍,144,in,25.021862,121.41127
21,迴龍,187,in,25.021862,121.41127
22,迴龍,100,in,25.021862,121.41127
23,迴龍,42,in,25.021862,121.41127
0,迴龍,1,in,25.021862,121.41127
1,迴龍,0,in,25.021862,121.41127
5,丹鳳,73,in,25.0288671,121.4227079
6,丹鳳,1124,in,25.0288671,121.4227079
7,丹鳳,1812,in,25.0288671,121.4227079
8,丹鳳,1504,in,25.0288671,121.4227079
9,丹鳳,604,in,25.0288671,121.4227079
10,丹鳳,352,in,25.0288671,121.4227079
11,丹鳳,302,in,25.0288671,121.4227079
12,丹鳳,324,in,25.0288671,121.4227079
13,丹鳳,261,in,25.0288671,121.4227079
14,丹鳳,181,in,25.0288671,121.4227079
15,丹鳳,192,in,25.0288671,121.4227079
16,丹鳳,242,in,25.0288671,121.4227079
17,丹鳳,420,in,25.0288671,121.4227079
18,丹鳳,370,in,25.0288671,121.4227079
19,丹鳳,170,in,25.0288671,121.4227079
20,丹鳳,120,in,25.0288671,121.4227079
21,丹鳳,125,in,25.0288671,121.4227079
22,丹鳳,59,in,25.0288671,121.4227079
23,丹鳳,31,in,25.0288671,121.4227079
0,丹鳳,0,in,25.0288671,121.4227079
1,丹鳳,0,in,25.0288671,121.4227079
5,松山機場,0,out,25.063,121.551996
6,松山機場,230,out,25.063,121.551996
7,松山機場,424,out,25.063,121.551996
8,松山機場,794,out,25.063,121.551996
9,松山機場,361,out,25.063,121.551996
10,松山機場,259,out,25.063,121.551996
11,松山機場,263,out,25.063,121.551996
12,松山機場,309,out,25.063,121.551996
