hour,station,flow,direction,lat,lon
5,中山國中,0,out,25.060849,121.544227
6,中山國中,163,out,25.060849,121.544227
7,中山國中,950,out,25.060849,121.544227
8,中山國中,3051,out,25.060849,121.544227
9,中山國中,1241,out,25.060849,121.544227
10,中山國中,513,out,25.060849,121.544227
11,中山國中,476,out,25.060849,121.544227
12,中山國中,473,out,25.060849,121.544227
13,中山國中,556,out,25.060849,121.544227
14,中山國中,513,out,25.060849,121.544227
15,中山國中,557,out,25.060849,121.544227
16,中山國中,682,out,25.060849,121.544227
17,中山國中,1259,out,25.060849,121.544227
18,中山國中,1975,out,25.060849,121.544227
19,中山國中,1177,out,25.060849,121.544227
20,中山國中,650,out,25.060849,121.544227
21,中山國中,728,out,25.060849,121.544227
22,中山國中,618,out,25.060849,121.544227
23,中山國中,142,out,25.060849,121.544227
0,中山國中,65,out,25.060849,121.544227
1,中山國中,0,out,25.060849,121.544227
5,南京復興,0,out,25.052319,121.544011
6,南京復興,450,out,25.052319,121.544011
7,南京復興,2977,out,25.052319,121.544011
8,南京復興,10098,out,25.052319,121.544011
9,南京復興,4011,out,25.052319,121.544011
10,南京復興,1558,out,25.052319,121.544011
11,南京復興,1436,out,25.052319,121.544011
12,南京復興,1374,out,25.052319,121.544011
13,南京復興,1530,out,25.052319,121.544011
14,南京復興,1302,out,25.052319,121.544011
15,南京復興,1214,out,25.052319,121.544011
16,南京復興,1435,out,25.052319,121.544011
17,南京復興,1961,out,25.052319,121.544011
18,南京復興,2844,out,25.052319,121.544011
19,南京復興,1667,out,25.052319,121.544011
20,南京復興,961,out,25.052319,121.544011
21,南京復興,931,out,25.052319,121.544011
22,南京復興,725,out,25.052319,121.544011
23,南京復興,264,out,25.052319,121.544011
0,南京復興,84,out,25.052319,121.544011
1,南京復興,0,out,25.052319,121.544011
5,忠孝復興,0,out,25.041629,121.543767
6,忠孝復興,425,out,25.041629,121.543767
7,忠孝復興,1656,out,25.041629,121.543767
8,忠孝復興,4055,out,25.041629,121.543767
9,忠孝復興,3238,out,25.041629,121.543767
10,忠孝復興,2949,out,25.041629,121.543767
11,忠孝復興,2725,out,25.041629,121.543767
12,忠孝復興,3007,out,25.041629,121.543767
13,忠孝復興,3039,out,25.041629,121.543767
14,忠孝復興,2738,out,25.041629,121.543767
15,忠孝復興,2424,out,25.041629,121.543767
16,忠孝復興,2580,out,25.041629,121.543767
17,忠孝復興,3376,out,25.041629,121.543767
18,忠孝復興,4916,out,25.041629,121.543767
19,忠孝復興,3080,out,25.041629,121.543767
20,忠孝復興,1593,out,25.041629,121.543767
21,忠孝復興,1197,out,25.041629,121.543767
22,忠孝復興,883,out,25.041629,121.543767
23,忠孝復興,270,out,25.041629,121.543767
0,忠孝復興,74,out,25.041629,121.543767
1,忠孝復興,0,out,25.041629,121.543767
5,大安,0,out,25.032943,121.543551
6,大安,713,out,25.032943,121.543551
7,大安,4709,out,25.032943,121.543551
8,大安,3977,out,25.032943,121.543551
9,大安,1946,out,25.032943,121.543551
10,大安,953,out,25.032943,121.543551
11,大安,743,out,25.032943,121.543551
12,大安,708,out,25.032943,121.543551
13,大安,865,out,25.032943,121.543551
14,大安,799,out,25.032943,121.543551
15,大安,764,out,25.032943,121.543551
16,大安,905,out,25.032943,121.543551
17,大安,1578,out,25.032943,121.543551
18,大安,2438,out,25.032943,121.543551
19,大安,1313,out,25.032943,121.543551
20,大安,712,out,25.032943,121.543551
21,大安,716,out,25.032943,121.543551
22,大安,540,out,25.032943,121.543551
23,大安,174,out,25.032943,121.543551
0,大安,68,out,25.032943,121.543551
1,大安,0,out,25.032943,121.543551
5,科技大樓,0,out,25.026125,121.543437
6,科技大樓,132,out,25.026125,121.543437
7,科技大樓,1070,out,25.026125,121.543437
8,科技大樓,2274,out,25.026125,121.543437
9,科技大樓,1319,out,25.026125,121.543437
10,科技大樓,751,out,25.026125,121.543437
11,科技大樓,499,out,25.026125,121.543437
12,科技大樓,639,out,25.026125,121.543437
13,科技大樓,737,out,25.026125,121.543437
14,科技大樓,495,out,25.026125,121.543437
15,科技大樓,531,out,25.026125,121.543437
16,科技大樓,621,out,25.026125,121.543437
17,科技大樓,1027,out,25.026125,121.543437
18,科技大樓,1695,out,25.026125,121.543437
19,科技大樓,1100,out,25.026125,121.543437
20,科技大樓,676,out,25.026125,121.543437
21,科技大樓,656,out,25.026125,121.543437
22,科技大樓,521,out,25.026125,121.543437
23,科技大樓,163,out,25.026125,121.543437
0,科技大樓,78,out,25.026125,121.543437
1,科技大樓,0,out,25.026125,121.543437
5,六張犁,0,out,25.023777,121.553115
6,六張犁,106,out,25.023777,121.553115
7,六張犁,550,out,25.023777,121.553115
8,六張犁,1444,out,25.023777,121.553115
9,六張犁,803,out,25.023777,121.553115
10,六張犁,378,out,25.023777,121.553115
11,六張犁,314,out,25.023777,121.553115
12,六張犁,324,out,25.023777,121.553115
13,六張犁,345,out,25.023777,121.553115
14,六張犁,326,out,25.023777,121.553115
15,六張犁,354,out,25.023777,121.553115
16,六張犁,547,out,25.023777,121.553115
17,六張犁,904,out,25.023777,121.553115
18,六張犁,1608,out,25.023777,121.553115
19,六張犁,1124,out,25.023777,121.553115
20,六張犁,674,out,25.023777,121.553115
21,六張犁,676,out,25.023777,121.553115
22,六張犁,574,out,25.023777,121.553115
23,六張犁,182,out,25.023777,121.553115
0,六張犁,77,out,25.023777,121.553115
1,六張犁,0,out,25.023777,121.553115
5,麟光,0,out,25.018535,121.558791
6,麟光,35,out,25.018535,121.558791
7,麟光,65,out,25.018535,121.558791
8,麟光,143,out,25.018535,121.558791
9,麟光,112,out,25.018535,121.558791
10,麟光,87,out,25.018535,121.558791
11,麟光,94,out,25.018535,121.558791
12,麟光,100,out,25.018535,121.558791
13,麟光,107,out,25.018535,121.558791
14,麟光,113,out,25.018535,121.558791
15,麟光,131,out,25.018535,121.558791
16,麟光,188,out,25.018535,121.558791
17,麟光,373,out,25.018535,121.558791
18,麟光,609,out,25.018535,121.558791
19,麟光,504,out,25.018535,121.558791
20,麟光,340,out,25.018535,121.558791
21,麟光,374,out,25.018535,121.558791
22,麟光,339,out,25.018535,121.558791
23,麟光,99,out,25.018535,121.558791
0,麟光,31,out,25.018535,121.558791
1,麟光,0,out,25.018535,121.558791
5,辛亥,0,out,25.005475,121.557107
6,辛亥,25,out,25.005475,121.557107
7,辛亥,96,out,25.005475,121.557107
8,辛亥,77,out,25.005475,121.557107
9,辛亥,50,out,25.005475,121.557107
10,辛亥,33,out,25.005475,121.557107
11,辛亥,46,out,25.005475,121.557107
12,辛亥,53,out,25.005475,121.557107
13,辛亥,69,out,25.005475,121.557107
14,辛亥,74,out,25.005475,121.557107
15,辛亥,72,out,25.005475,121.557107
16,辛亥,145,out,25.005475,121.557107
17,辛亥,293,out,25.005475,121.557107
18,辛亥,527,out,25.005475,121.557107
19,辛亥,399,out,25.005475,121.557107
20,辛亥,273,out,25.005475,121.557107
21,辛亥,298,out,25.005475,121.557107
22,辛亥,266,out,25.005475,121.557107
23,辛亥,81,out,25.005475,121.557107
0,辛亥,31,out,25.005475,121.557107
1,辛亥,0,out,25.005475,121.557107
5,萬芳醫院,0,out,24.999386,121.558152
6,萬芳醫院,259,out,24.999386,121.558152
7,萬芳醫院,1303,out,24.999386,121.558152
8,萬芳醫院,1085,out,24.999386,121.558152
9,萬芳醫院,906,out,24.999386,121.558152
10,萬芳醫院,748,out,24.999386,121.558152
11,萬芳醫院,468,out,24.999386,121.558152
12,萬芳醫院,671,out,24.999386,121.558152
13,萬芳醫院,636,out,24.999386,121.558152
14,萬芳醫院,483,out,24.999386,121.558152
15,萬芳醫院,505,out,24.999386,121.558152
16,萬芳醫院,697,out,24.999386,121.558152
17,萬芳醫院,1208,out,24.999386,121.558152
18,萬芳醫院,2420,out,24.999386,121.558152
19,萬芳醫院,1735,out,24.999386,121.558152
20,萬芳醫院,1013,out,24.999386,121.558152
21,萬芳醫院,889,out,24.999386,121.558152
22,萬芳醫院,743,out,24.999386,121.558152
23,萬芳醫院,246,out,24.999386,121.558152
0,萬芳醫院,81,out,24.999386,121.558152
1,萬芳醫院,0,out,24.999386,121.558152
5,萬芳社區,0,out,24.998585,121.568102
6,萬芳社區,11,out,24.998585,121.568102
7,萬芳社區,39,out,24.998585,121.568102
8,萬芳社區,90,out,24.998585,121.568102
9,萬芳社區,71,out,24.998585,121.568102
10,萬芳社區,32,out,24.998585,121.568102
11,萬芳社區,38,out,24.998585,121.568102
12,萬芳社區,51,out,24.998585,121.568102
13,萬芳社區,42,out,24.998585,121.568102
14,萬芳社區,59,out,24.998585,121.568102
15,萬芳社區,69,out,24.998585,121.568102
16,萬芳社區,75,out,24.998585,121.568102
17,萬芳社區,156,out,24.998585,121.568102
18,萬芳社區,360,out,24.998585,121.568102
19,萬芳社區,287,out,24.998585,121.568102
20,萬芳社區,181,out,24.998585,121.568102
21,萬芳社區,176,out,24.998585,121.568102
22,萬芳社區,173,out,24.998585,121.568102
23,萬芳社區,61,out,24.998585,121.568102
0,萬芳社區,21,out,24.998585,121.568102
1,萬芳社區,0,out,24.998585,121.568102
5,木柵,0,out,24.998241,121.573145
6,木柵,155,out,24.998241,121.573145
7,木柵,1050,out,24.998241,121.573145
8,木柵,320,out,24.998241,121.573145
9,木柵,173,out,24.998241,121.573145
10,木柵,126,out,24.998241,121.573145
11,木柵,123,out,24.998241,121.573145
12,木柵,116,out,24.998241,121.573145
13,木柵,144,out,24.998241,121.573145
14,木柵,108,out,24.998241,121.573145
15,木柵,140,out,24.998241,121.573145
16,木柵,199,out,24.998241,121.573145
17,木柵,292,out,24.998241,121.573145
18,木柵,513,out,24.998241,121.573145
19,木柵,391,out,24.998241,121.573145
20,木柵,285,out,24.998241,121.573145
21,木柵,300,out,24.998241,121.573145
22,木柵,246,out,24.998241,121.573145
23,木柵,77,out,24.998241,121.573145
0,木柵,24,out,24.998241,121.573145
1,木柵,0,out,24.998241,121.573145
5,動物園,0,out,24.998197,121.579338
6,動物園,52,out,24.998197,121.579338
7,動物園,317,out,24.998197,121.579338
8,動物園,332,out,24.998197,121.579338
9,動物園,317,out,24.998197,121.579338
10,動物園,423,out,24.998197,121.579338
11,動物園,373,out,24.998197,121.579338
12,動物園,415,out,24.998197,121.579338
13,動物園,422,out,24.998197,121.579338
14,動物園,299,out,24.998197,121.579338
15,動物園,249,out,24.998197,121.579338
16,動物園,166,out,24.998197,121.579338
17,動物園,298,out,24.998197,121.579338
18,動物園,495,out,24.998197,121.579338
19,動物園,351,out,24.998197,121.579338
20,動物園,212,out,24.998197,121.579338
21,動物園,252,out,24.998197,121.579338
22,動物園,267,out,24.998197,121.579338
23,動物園,91,out,24.998197,121.579338
0,動物園,27,out,24.998197,121.579338
1,動物園,0,out,24.998197,121.579338
5,大直,0,out,25.079477,121.546895
6,大直,215,out,25.079477,121.546895
7,大直,1329,out,25.079477,121.546895
8,大直,930,out,25.079477,121.546895
9,大直,716,out,25.079477,121.546895
10,大直,501,out,25.079477,121.546895
11,大直,333,out,25.079477,121.546895
12,大直,514,out,25.079477,121.546895
13,大直,482,out,25.079477,121.546895
14,大直,368,out,25.079477,121.546895
15,大直,364,out,25.079477,121.546895
16,大直,450,out,25.079477,121.546895
17,大直,800,out,25.079477,121.546895
18,大直,1430,out,25.079477,121.546895
19,大直,767,out,25.079477,121.546895
20,大直,526,out,25.079477,121.546895
21,大直,505,out,25.079477,121.546895
22,大直,429,out,25.079477,121.546895
23,大直,149,out,25.079477,121.546895
0,大直,49,out,25.079477,121.546895
1,大直,0,out,25.079477,121.546895
5,劍南路,0,out,25.084853,121.555592
6,劍南路,135,out,25.084853,121.555592
7,劍南路,576,out,25.084853,121.555592
8,劍南路,1313,out,25.084853,121.555592
9,劍南路,731,out,25.084853,121.555592
10,劍南路,473,out,25.084853,121.555592
11,劍南路,431,out,25.084853,121.555592
12,劍南路,401,out,25.084853,121.555592
13,劍南路,398,out,25.084853,121.555592
14,劍南路,382,out,25.084853,121.555592
15,劍南路,418,out,25.084853,121.555592
16,劍南路,414,out,25.084853,121.555592
17,劍南路,700,out,25.084853,121.555592
18,劍南路,1176,out,25.084853,121.555592
19,劍南路,735,out,25.084853,121.555592
20,劍南路,428,out,25.084853,121.555592
21,劍南路,361,out,25.084853,121.555592
22,劍南路,294,out,25.084853,121.555592
23,劍南路,98,out,25.084853,121.555592
0,劍南路,29,out,25.084853,121.555592
1,劍南路,0,out,25.084853,121.555592
5,西湖,0,out,25.082133,121.567213
6,西湖,143,out,25.082133,121.567213
7,西湖,1071,out,25.082133,121.567213
8,西湖,5981,out,25.082133,121.567213
9,西湖,3813,out,25.082133,121.567213
10,西湖,894,out,25.082133,121.567213
11,西湖,466,out,25.082133,121.567213
12,西湖,489,out,25.082133,121.567213
13,西湖,518,out,25.082133,121.567213
14,西湖,346,out,25.082133,121.567213
15,西湖,320,out,25.082133,121.567213
16,西湖,412,out,25.082133,121.567213
17,西湖,583,out,25.082133,121.567213
18,西湖,1036,out,25.082133,121.567213
19,西湖,747,out,25.082133,121.567213
20,西湖,376,out,25.082133,121.567213
21,西湖,400,out,25.082133,121.567213
22,西湖,320,out,25.082133,121.567213
23,西湖,101,out,25.082133,121.567213
0,西湖,34,out,25.082133,121.567213
1,西湖,0,out,25.082133,121.567213
5,港墘,0,out,25.080028,121.575081
6,港墘,304,out,25.080028,121.575081
7,港墘,1990,out,25.080028,121.575081
8,港墘,4209,out,25.080028,121.575081
9,港墘,2001,out,25.080028,121.575081
10,港墘,426,out,25.080028,121.575081
11,港墘,283,out,25.080028,121.575081
12,港墘,267,out,25.080028,121.575081
13,港墘,314,out,25.080028,121.575081
14,港墘,265,out,25.080028,121.575081
15,港墘,318,out,25.080028,121.575081
16,港墘,364,out,25.080028,121.575081
17,港墘,633,out,25.080028,121.575081
18,港墘,1216,out,25.080028,121.575081
19,港墘,852,out,25.080028,121.575081
20,港墘,506,out,25.080028,121.575081
21,港墘,461,out,25.080028,121.575081
22,港墘,510,out,25.080028,121.575081
23,港墘,136,out,25.080028,121.575081
0,港墘,58,out,25.080028,121.575081
1,港墘,0,out,25.080028,121.575081
5,文德,0,out,25.078532,121.584761
6,文德,71,out,25.078532,121.584761
7,文德,285,out,25.078532,121.584761
8,文德,266,out,25.078532,121.584761
9,文德,160,out,25.078532,121.584761
10,文德,107,out,25.078532,121.584761
11,文德,98,out,25.078532,121.584761
12,文德,114,out,25.078532,121.584761
13,文德,169,out,25.078532,121.584761
14,文德,145,out,25.078532,121.584761
15,文德,134,out,25.078532,121.584761
16,文德,246,out,25.078532,121.584761
17,文德,361,out,25.078532,121.584761
18,文德,681,out,25.078532,121.584761
19,文德,539,out,25.078532,121.584761
20,文德,291,out,25.078532,121.584761
21,文德,337,out,25.078532,121.584761
22,文德,314,out,25.078532,121.584761
23,文德,85,out,25.078532,121.584761
0,文德,31,out,25.078532,121.584761
1,文德,0,out,25.078532,121.584761
5,內湖,0,out,25.083661,121.594408
6,內湖,66,out,25.083661,121.594408
7,內湖,220,out,25.083661,121.594408
8,內湖,301,out,25.083661,121.594408
9,內湖,185,out,25.083661,121.594408
10,內湖,165,out,25.083661,121.594408
11,內湖,175,out,25.083661,121.594408
12,內湖,202,out,25.083661,121.594408
13,內湖,216,out,25.083661,121.594408
14,內湖,225,out,25.083661,121.594408
15,內湖,261,out,25.083661,121.594408
16,內湖,411,out,25.083661,121.594408
17,內湖,846,out,25.083661,121.594408
18,內湖,1310,out,25.083661,121.594408
19,內湖,1011,out,25.083661,121.594408
20,內湖,592,out,25.083661,121.594408
21,內湖,595,out,25.083661,121.594408
22,內湖,578,out,25.083661,121.594408
23,內湖,184,out,25.083661,121.594408
0,內湖,49,out,25.083661,121.594408
1,內湖,2,out,25.083661,121.594408
5,大湖公園,0,out,25.083845,121.602141
6,大湖公園,18,out,25.083845,121.602141
7,大湖公園,82,out,25.083845,121.602141
8,大湖公園,96,out,25.083845,121.602141
9,大湖公園,58,out,25.083845,121.602141
10,大湖公園,71,out,25.083845,121.602141
11,大湖公園,51,out,25.083845,121.602141
12,大湖公園,90,out,25.083845,121.602141
13,大湖公園,94,out,25.083845,121.602141
14,大湖公園,100,out,25.083845,121.602141
15,大湖公園,108,out,25.083845,121.602141
16,大湖公園,187,out,25.083845,121.602141
17,大湖公園,274,out,25.083845,121.602141
18,大湖公園,428,out,25.083845,121.602141
19,大湖公園,378,out,25.083845,121.602141
20,大湖公園,216,out,25.083845,121.602141
21,大湖公園,257,out,25.083845,121.602141
22,大湖公園,240,out,25.083845,121.602141
23,大湖公園,75,out,25.083845,121.602141
0,大湖公園,16,out,25.083845,121.602141
1,大湖公園,2,out,25.083845,121.602141
5,葫洲,0,out,25.072701,121.607158
6,葫洲,106,out,25.072701,121.607158
7,葫洲,742,out,25.072701,121.607158
8,葫洲,801,out,25.072701,121.607158
9,葫洲,374,out,25.072701,121.607158
10,葫洲,243,out,25.072701,121.607158
11,葫洲,144,out,25.072701,121.607158
12,葫洲,201,out,25.072701,121.607158
13,葫洲,206,out,25.072701,121.607158
14,葫洲,200,out,25.072701,121.607158
15,葫洲,254,out,25.072701,121.607158
16,葫洲,397,out,25.072701,121.607158
17,葫洲,817,out,25.072701,121.607158
18,葫洲,1272,out,25.072701,121.607158
19,葫洲,933,out,25.072701,121.607158
20,葫洲,550,out,25.072701,121.607158
21,葫洲,556,out,25.072701,121.607158
22,葫洲,534,out,25.072701,121.607158
23,葫洲,158,out,25.072701,121.607158
0,葫洲,46,out,25.072701,121.607158
1,葫洲,1,out,25.072701,121.607158
5,東湖,0,out,25.067147,121.611445
6,東湖,164,out,25.067147,121.611445
7,東湖,917,out,25.067147,121.611445
8,東湖,241,out,25.067147,121.611445
9,東湖,150,out,25.067147,121.611445
10,東湖,123,out,25.067147,121.611445
11,東湖,147,out,25.067147,121.611445
12,東湖,136,out,25.067147,121.611445
13,東湖,175,out,25.067147,121.611445
14,東湖,169,out,25.067147,121.611445
15,東湖,228,out,25.067147,121.611445
16,東湖,342,out,25.067147,121.611445
17,東湖,787,out,25.067147,121.611445
18,東湖,1329,out,25.067147,121.611445
19,東湖,1097,out,25.067147,121.611445
20,東湖,658,out,25.067147,121.611445
21,東湖,649,out,25.067147,121.611445
22,東湖,667,out,25.067147,121.611445
23,東湖,192,out,25.067147,121.611445
0,東湖,46,out,25.067147,121.611445
1,東湖,5,out,25.067147,121.611445
5,南港軟體園區,0,out,25.059905,121.615953
6,南港軟體園區,51,out,25.059905,121.615953
7,南港軟體園區,366,out,25.059905,121.615953
8,南港軟體園區,1617,out,25.059905,121.615953
9,南港軟體園區,487,out,25.059905,121.615953
10,南港軟體園區,164,out,25.059905,121.615953
11,南港軟體園區,102,out,25.059905,121.615953
12,南港軟體園區,96,out,25.059905,121.615953
13,南港軟體園區,86,out,25.059905,121.615953
14,南港軟體園區,82,out,25.059905,121.615953
15,南港軟體園區,80,out,25.059905,121.615953
16,南港軟體園區,90,out,25.059905,121.615953
17,南港軟體園區,174,out,25.059905,121.615953
18,南港軟體園區,235,out,25.059905,121.615953
19,南港軟體園區,188,out,25.059905,121.615953
20,南港軟體園區,104,out,25.059905,121.615953
21,南港軟體園區,97,out,25.059905,121.615953
22,南港軟體園區,74,out,25.059905,121.615953
23,南港軟體園區,28,out,25.059905,121.615953
0,南港軟體園區,4,out,25.059905,121.615953
1,南港軟體園區,0,out,25.059905,121.615953
5,南港展覽館,0,out,25.055288,121.6175001
6,南港展覽館,319,out,25.055288,121.6175001
7,南港展覽館,1393,out,25.055288,121.6175001
8,南港展覽館,4266,out,25.055288,121.6175001
9,南港展覽館,2796,out,25.055288,121.6175001
10,南港展覽館,887,out,25.055288,121.6175001
11,南港展覽館,569,out,25.055288,121.6175001
12,南港展覽館,558,out,25.055288,121.6175001
13,南港展覽館,601,out,25.055288,121.6175001
14,南港展覽館,608,out,25.055288,121.6175001
15,南港展覽館,539,out,25.055288,121.6175001
16,南港展覽館,994,out,25.055288,121.6175001
17,南港展覽館,1982,out,25.055288,121.6175001
18,南港展覽館,3044,out,25.055288,121.6175001
19,南港展覽館,2471,out,25.055288,121.6175001
20,南港展覽館,1603,out,25.055288,121.6175001
21,南港展覽館,1713,out,25.055288,121.6175001
22,南港展覽館,1639,out,25.055288,121.6175001
23,南港展覽館,516,out,25.055288,121.6175001
0,南港展覽館,160,out,25.055288,121.6175001
1,南港展覽館,7,out,25.055288,121.6175001
5,小碧潭,0,out,24.971907,121.530339
6,小碧潭,19,out,24.971907,121.530339
7,小碧潭,144,out,24.971907,121.530339
8,小碧潭,68,out,24.971907,121.530339
9,小碧潭,63,out,24.971907,121.530339
10,小碧潭,56,out,24.971907,121.530339
11,小碧潭,34,out,24.971907,121.530339
12,小碧潭,65,out,24.971907,121.530339
13,小碧潭,73,out,24.971907,121.530339
14,小碧潭,57,out,24.971907,121.530339
15,小碧潭,73,out,24.971907,121.530339
16,小碧潭,127,out,24.971907,121.530339
17,小碧潭,213,out,24.971907,121.530339
18,小碧潭,332,out,24.971907,121.530339
19,小碧潭,269,out,24.971907,121.530339
20,小碧潭,176,out,24.971907,121.530339
21,小碧潭,154,out,24.971907,121.530339
22,小碧潭,173,out,24.971907,121.530339
23,小碧潭,59,out,24.971907,121.530339
0,小碧潭,13,out,24.971907,121.530339
1,小碧潭,0,out,24.971907,121.530339
5,新店,0,out,24.957855,121.537584
6,新店,397,out,24.957855,121.537584
7,新店,712,out,24.957855,121.537584
8,新店,389,out,24.957855,121.537584
9,新店,511,out,24.957855,121.537584
10,新店,311,out,24.957855,121.537584
11,新店,273,out,24.957855,121.537584
12,新店,262,out,24.957855,121.537584
13,新店,367,out,24.957855,121.537584
14,新店,287,out,24.957855,121.537584
15,新店,397,out,24.957855,121.537584
16,新店,452,out,24.957855,121.537584
17,新店,875,out,24.957855,121.537584
18,新店,1302,out,24.957855,121.537584
19,新店,1052,out,24.957855,121.537584
20,新店,751,out,24.957855,121.537584
21,新店,738,out,24.957855,121.537584
22,新店,720,out,24.957855,121.537584
23,新店,270,out,24.957855,121.537584
0,新店,105,out,24.957855,121.537584
1,新店,4,out,24.957855,121.537584
5,新店區公所,0,out,24.967393,121.54131
6,新店區公所,131,out,24.967393,121.54131
7,新店區公所,503,out,24.967393,121.54131
8,新店區公所,681,out,24.967393,121.54131
9,新店區公所,410,out,24.967393,121.54131
10,新店區公所,274,out,24.967393,121.54131
11,新店區公所,260,out,24.967393,121.54131
12,新店區公所,316,out,24.967393,121.54131
13,新店區公所,320,out,24.967393,121.54131
14,新店區公所,346,out,24.967393,121.54131
15,新店區公所,399,out,24.967393,121.54131
16,新店區公所,583,out,24.967393,121.54131
17,新店區公所,911,out,24.967393,121.54131
18,新店區公所,1800,out,24.967393,121.54131
19,新店區公所,1524,out,24.967393,121.54131
20,新店區公所,928,out,24.967393,121.54131
21,新店區公所,849,out,24.967393,121.54131
22,新店區公所,995,out,24.967393,121.54131
23,新店區公所,355,out,24.967393,121.54131
0,新店區公所,116,out,24.967393,121.54131
1,新店區公所,4,out,24.967393,121.54131
5,七張,2,out,24.975169,121.542942
6,七張,359,out,24.975169,121.542942
7,七張,965,out,24.975169,121.542942
8,七張,1260,out,24.975169,121.542942
9,七張,637,out,24.975169,121.542942
10,七張,450,out,24.975169,121.542942
11,七張,371,out,24.975169,121.542942
12,七張,464,out,24.975169,121.542942
13,七張,430,out,24.975169,121.542942
14,七張,489,out,24.975169,121.542942
15,七張,507,out,24.975169,121.542942
16,七張,775,out,24.975169,121.542942
17,七張,1284,out,24.975169,121.542942
18,七張,2160,out,24.975169,121.542942
19,七張,1722,out,24.975169,121.542942
20,七張,1189,out,24.975169,121.542942
21,七張,979,out,24.975169,121.542942
22,七張,1041,out,24.975169,121.542942
23,七張,422,out,24.975169,121.542942
0,七張,131,out,24.975169,121.542942
1,七張,7,out,24.975169,121.542942
5,大坪林,0,out,24.982899,121.541352
6,大坪林,482,out,24.982899,121.541352
7,大坪林,1895,out,24.982899,121.541352
8,大坪林,2481,out,24.982899,121.541352
9,大坪林,1564,out,24.982899,121.541352
10,大坪林,619,out,24.982899,121.541352
11,大坪林,514,out,24.982899,121.541352
12,大坪林,560,out,24.982899,121.541352
13,大坪林,630,out,24.982899,121.541352
14,大坪林,532,out,24.982899,121.541352
15,大坪林,691,out,24.982899,121.541352
16,大坪林,769,out,24.982899,121.541352
17,大坪林,1637,out,24.982899,121.541352
18,大坪林,2425,out,24.982899,121.541352
19,大坪林,1801,out,24.982899,121.541352
20,大坪林,1050,out,24.982899,121.541352
21,大坪林,1223,out,24.982899,121.541352
22,大坪林,1065,out,24.982899,121.541352
23,大坪林,339,out,24.982899,121.541352
0,大坪林,146,out,24.982899,121.541352
1,大坪林,7,out,24.982899,121.541352
5,景美,0,out,24.9921276,121.5406037
6,景美,307,out,24.9921276,121.5406037
7,景美,1614,out,24.9921276,121.5406037
8,景美,1089,out,24.9921276,121.5406037
9,景美,868,out,24.9921276,121.5406037
10,景美,557,out,24.9921276,121.5406037
11,景美,533,out,24.9921276,121.5406037
12,景美,589,out,24.9921276,121.5406037
13,景美,534,out,24.9921276,121.5406037
14,景美,483,out,24.9921276,121.5406037
15,景美,591,out,24.9921276,121.5406037
16,景美,681,out,24.9921276,121.5406037
17,景美,1420,out,24.9921276,121.5406037
18,景美,2112,out,24.9921276,121.5406037
19,景美,1558,out,24.9921276,121.5406037
20,景美,979,out,24.9921276,121.5406037
21,景美,1047,out,24.9921276,121.5406037
22,景美,1011,out,24.9921276,121.5406037
23,景美,321,out,24.9921276,121.5406037
0,景美,128,out,24.9921276,121.5406037
1,景美,4,out,24.9921276,121.5406037
5,萬隆,0,out,25.001853,121.539051
6,萬隆,72,out,25.001853,121.539051
7,萬隆,303,out,25.001853,121.539051
8,萬隆,348,out,25.001853,121.539051
9,萬隆,279,out,25.001853,121.539051
10,萬隆,209,out,25.001853,121.539051
11,萬隆,228,out,25.001853,121.539051
12,萬隆,269,out,25.001853,121.539051
13,萬隆,239,out,25.001853,121.539051
14,萬隆,294,out,25.001853,121.539051
15,萬隆,295,out,25.001853,121.539051
16,萬隆,510,out,25.001853,121.539051
17,萬隆,889,out,25.001853,121.539051
18,萬隆,1314,out,25.001853,121.539051
19,萬隆,1091,out,25.001853,121.539051
20,萬隆,725,out,25.001853,121.539051
21,萬隆,722,out,25.001853,121.539051
22,萬隆,695,out,25.001853,121.539051
23,萬隆,212,out,25.001853,121.539051
0,萬隆,101,out,25.001853,121.539051
1,萬隆,0,out,25.001853,121.539051
5,公館,0,out,25.014908,121.534216
6,公館,333,out,25.014908,121.534216
7,公館,1568,out,25.014908,121.534216
8,公館,2804,out,25.014908,121.534216
9,公館,2483,out,25.014908,121.534216
10,公館,1902,out,25.014908,121.534216
11,公館,1113,out,25.014908,121.534216
12,公館,1547,out,25.014908,121.534216
13,公館,1397,out,25.014908,121.534216
14,公館,1317,out,25.014908,121.534216
15,公館,976,out,25.014908,121.534216
16,公館,1242,out,25.014908,121.534216
17,公館,1996,out,25.014908,121.534216
18,公館,2852,out,25.014908,121.534216
19,公館,1922,out,25.014908,121.534216
20,公館,1058,out,25.014908,121.534216
21,公館,1196,out,25.014908,121.534216
22,公館,899,out,25.014908,121.534216
23,公館,290,out,25.014908,121.534216
0,公館,145,out,25.014908,121.534216
1,公館,0,out,25.014908,121.534216
5,台電大樓,0,out,25.020725,121.528168
6,台電大樓,226,out,25.020725,121.528168
7,台電大樓,1042,out,25.020725,121.528168
8,台電大樓,1593,out,25.020725,121.528168
9,台電大樓,948,out,25.020725,121.528168
10,台電大樓,644,out,25.020725,121.528168
11,台電大樓,592,out,25.020725,121.528168
12,台電大樓,706,out,25.020725,121.528168
13,台電大樓,882,out,25.020725,121.528168
14,台電大樓,726,out,25.020725,121.528168
