鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
中正區,建物,臺北市中正區臺北市泉州街61~90號,0.0,住,,,1050323,土地0建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0681126,106.96,0,0,0,無,無,無,27000,252,,0.0,0,,RPWNMLNKMHLFFAA97CC
中正區,建物,臺北市中正區南昌路二段31~60號,0.0,商,,,1050329,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),,加強磚造,,270.3,0,0,0,有,無,無,138000,511,,0.0,0,,RPTNMLOKMHLFFAA77CC
中正區,房地(土地+建物)+車位,臺北市中正區三元街241~270號,53.16,住,,,1050331,土地1建物1車位4,二層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1011211,299.04,3,3,4,有,無,無,125000,418,升降機械,58.8,0,,RPVNMLOKMHLFFAA97CC
大安區,建物,臺北市大安區信義路三段134巷31~60號,0.0,住,,,1050401,土地0建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0750415,108.05,3,2,2,有,有,有,28000,259,,0.0,0,,RPTNMLOKMHLFFFA28CC
大安區,建物,臺北市大安區安和路一段31~60號,0.0,商,,,1050401,土地0建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,157.70999999999998,3,2,2,有,有,有,80000,507,升降機械,0.0,0,,RPUNMLOKMHLFFFA38CC
中山區,建物,臺北市中山區明水路397巷7弄31~60號,0.0,住,,,1050401,土地0建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820924,259.5,6,4,4,有,有,有,69000,266,坡道平面,0.0,0,,RPVNMLOKMHLFFCA18CC
中山區,建物,臺北市中山區樂群二路91~120號,0.0,商,,,1050328,土地0建物1車位2,三層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0971121,232.27,6,2,4,有,有,無,110000,474,坡道平面,61.64,0,,RPWNMLOKMHLFFCA28CC
中山區,建物,臺北市中山區松江路25巷1~30號,0.0,住,,,1050328,土地0建物1車位0,二層,11,套房(1房1廳1衛),住家用,鋼筋混凝土造,0971118,30.700000000000003,1,1,1,有,有,有,20000,651,,0.0,0,,RPXNMLOKMHLFFCA38CC
內湖區,建物,臺北市內湖區內湖路一段737巷91~120號,0.0,住,,,1050323,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0830806,107.46000000000001,3,2,2,有,有,有,26000,242,,0.0,0,,RPQOMLOKMHLFFCA77CC
中山區,建物,臺北市中山區堤頂大道二段271~300號,0.0,住,,,1050319,土地0建物1車位1,四層,11,辦公商業大樓,住家用,鋼筋混凝土造,0900621,192.48,0,0,0,無,有,無,105000,546,坡道平面,34.01,0,,RPSOMLOKMHLFFCA97CC
中山區,建物,臺北市中山區林森北路571~600號,0.0,商,,,1050331,土地0建物1車位0,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000726,89.73,1,1,1,有,有,有,55000,613,,0.0,0,,RPTOMLOKMHLFFCA08CC
中山區,建物,臺北市中山區農安街1~30號,0.0,商,,,1050401,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980622,57.29,1,1,1,有,有,有,40000,698,,0.0,0,租金含管理費,RPVOMLOKMHLFFCA28CC
中山區,建物,臺北市中山區復興北路421~450號,0.0,住,,,1050403,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0661123,134.35999999999999,4,2,2,有,有,無,38000,283,,0.0,0,,RPRPMLOKMHLFFCA97CC
中山區,建物,臺北市中山區南京東路二段138巷1~30號,0.0,住,,,1050413,土地0建物1車位0,一層,3,店面(店鋪),,加強磚造,,81.75,0,1,1,有,無,無,38500,471,,0.0,0,,RPWPMLOKMHLFFCA48CC
中山區,建物,臺北市中山區林森北路361~390號,0.0,商,,,1050328,土地0建物1車位0,十二層,18,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980916,99.65,1,1,1,有,有,有,50000,502,,0.0,0,租金內含管理費。,RPOQMLOKMHLFFCA77CC
中山區,建物,臺北市中山區樂群三路61~90號,0.0,商,,,1050320,土地0建物1車位0,六層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0951201,172.37,2,2,2,有,有,有,56000,325,,0.0,0,租金內含管理費。,RPPQMLOKMHLFFCA87CC
中山區,建物,臺北市中山區林森北路361~390號,0.0,商,,,1050318,土地0建物1車位0,十一層,18,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980916,62.290000000000006,1,1,1,有,有,有,45000,722,,0.0,0,租賃期間一年12天,RPQQMLOKMHLFFCA97CC
內湖區,建物,臺北市內湖區瑞光路188巷31~60號,0.0,工,,,1050413,土地0建物2車位8,四層,8,廠辦,工業用,鋼筋混凝土造,0941228,738.09,0,0,0,無,有,無,211000,286,坡道平面,0.0,0,,RPTQMLOKMHLFFCA28CC
中山區,建物,臺北市中山區農安街1~30號,0.0,商,,,1050318,土地0建物1車位0,九層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980622,78.19,1,1,1,有,有,有,50000,639,,0.0,0,,RPUQMLOKMHLFFCA38CC
中山區,房地(土地+建物),臺北市中山區中山北路二段96巷1~30號,0.0,商,,,1050321,土地0建物1車位0,一層,7,辦公商業大樓,商業用,鋼筋混凝土造,0660228,121.97,0,0,0,無,無,無,80000,656,,0.0,0,,RPWQMLOKMHLFFCA58CC
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段11巷31~60號,0.0,工,,,1050318,土地0建物1車位2,五層,5,廠辦,工業用,鋼筋混凝土造,0960917,290.91,0,0,0,無,有,無,72000,247,坡道平面,0.0,0,分租約88坪(290.91平方公尺),RPXQMLOKMHLFFCA68CC
大同區,建物,臺北市大同區華亭街1~30號,0.0,商,,,1050328,土地0建物1車位0,五層,13,套房(1房1廳1衛),住家用,鋼筋混凝土造,1040506,58.22,1,1,1,有,有,有,24000,412,,0.0,0,,RPUNMLOKMHLFFBA97CC
大同區,建物,臺北市大同區安西街9巷1~30號,0.0,其他,,,1050326,土地0建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0740824,124.19,2,1,1,有,無,無,25000,201,,0.0,0,"分段式租金105/5/1~108/4/30租金25000元,108/5/1~110/4/30租金30000元",RPVNMLOKMHLFFBA08CC
萬華區,建物,臺北市萬華區西寧南路121~150號,0.0,商,,,1050316,土地0建物1車位0,見其他登記事項,5,公寓(5樓含以下無電梯),,磚造,,486.93,0,5,5,有,無,無,168000,345,,0.0,0,,RPXNMLOKMHLFFBA28CC
大同區,建物,臺北市大同區南京西路25巷31~60號,0.0,商,,,1050328,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970626,99.72999999999999,2,1,1,有,有,有,40000,401,,0.0,0,,RPOOMLOKMHLFFBA47CC
萬華區,房地(土地+建物),臺北市萬華區臺北市萬華區山峨嵋街125巷1~30號,126.51,商,,,1050409,土地3建物1車位0,一層,7,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0621001,192.19,0,0,0,無,無,有,476190,2478,,0.0,0,,RPQOMLOKMHLFFBA67CC
中正區,建物,臺北市中正區濟南路二段61~90號,0.0,住,,,1050405,土地0建物1車位0,一層,4,店面(店鋪),,加強磚造,,139.37,0,0,0,無,無,無,68000,488,,0.0,0,,RPSOMLOKMHLFFBA87CC
士林區,建物,臺北市士林區中山北路七段81巷41弄1~30號,0.0,住,,,1050407,土地0建物1車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0670720,91.24,3,2,2,有,有,有,28000,307,,0.0,0,,RPOOMLOKMHLFFEA77CC
信義區,建物,臺北市信義區忠孝東路五段241~270號,0.0,商,,,1050406,土地0建物1車位0,三層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0930930,72.04,3,2,2,有,有,有,40000,555,,0.0,0,,RPTNMLOKMHLFFDA08CC
松山區,建物,臺北市松山區南京東路五段151~180號,0.0,其他,,,1050322,土地0建物1車位1,五層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0991112,234.51,4,2,2,有,有,有,89773,383,坡道平面,35.56,0,續約,RPUOMLOKMHLFFDA28CC
信義區,建物,臺北市信義區松德路61~90號,0.0,住,,,1050329,土地0建物1車位0,七層,12,辦公商業大樓,商業用,鋼筋混凝土造,0810609,144.54,0,0,0,無,有,無,55000,381,,0.0,0,,RPRNMLPKMHLFFDA97CC
信義區,建物,臺北市信義區信義路五段1~30號,0.0,商,,,1050331,土地0建物1車位0,十三層,18,辦公商業大樓,商業用,鋼骨混凝土造,0800823,413.22,8,0,0,無,有,無,354375,858,,0.0,0,整層分租,RPSNMLPKMHLFFDA08CC
南港區,建物,臺北市南港區忠孝東路六段370巷1~30號,0.0,住,,,1050329,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,102.54,3,2,1,有,無,有,23000,224,,0.0,0,,RPTNMLPKMHLFFDA18CC
松山區,建物,臺北市松山區敦化北路50巷1~30號,0.0,住,,,1050414,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0731030,140.27,4,2,2,有,無,有,32000,228,,0.0,0,,RPUNMLPKMHLFFDA28CC
松山區,建物,臺北市松山區南京東路四段1~30號,0.0,商,,,1050408,土地0建物1車位0,五層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,0971205,28.59,1,1,1,有,有,有,17000,595,,0.0,0,,RPVNMLPKMHLFFDA38CC
信義區,建物,臺北市信義區信義路五段121~150號,0.0,其他,,,1050325,土地0建物1車位0,三層,19,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0951229,86.07,2,1,1,有,有,有,58000,674,,0.0,0,,RPXNMLPKMHLFFDA58CC
松山區,建物,臺北市松山區南京東路四段61~90號,0.0,商,,,1050328,土地0建物1車位0,四層,12,辦公商業大樓,商業用,鋼筋混凝土造,0740828,117.12,0,0,0,無,無,有,44238,378,,0.0,0,,RPPOMLPKMHLFFDA87CC
信義區,房地(土地+建物),臺北市信義區永吉路30巷158弄1~30號,32.75,住,,,1050406,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630726,79.52,3,2,1,有,無,無,80000,1006,,0.0,0,租賃期間105/06/07-110/06/06,RPQOMLPKMHLFFDA97CC
松山區,建物,臺北市松山區民生東路五段69巷2弄1~30號,0.0,住,,,1050317,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0681130,119.44,1,2,2,有,有,無,38000,318,,0.0,0,,RPROMLPKMHLFFDA08CC
松山區,建物,臺北市松山區民生東路五段181~210號,0.0,商,,,1050406,土地0建物1車位0,十五層,20,套房(1房1廳1衛),住家用,鋼筋混凝土造,0780629,37.81,1,1,1,有,有,有,18000,476,,0.0,0,,RPSOMLPKMHLFFDA18CC
信義區,建物,臺北市信義區松仁路153巷1~30號,0.0,住,,,1050322,土地0建物1車位0,九層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0900314,423.76,4,2,3,有,有,有,253000,597,,0.0,0,含2個車位,RPUOMLPKMHLFFDA38CC
信義區,建物,臺北市信義區忠孝東路五段481~510號,0.0,住,,,1050411,土地0建物1車位0,二層,28,辦公商業大樓,商業用,鋼骨混凝土造,0820813,65.6,1,1,1,有,有,有,29515,450,,0.0,0,,RPXOMLPKMHLFFDA68CC
北投區,建物,臺北市北投區大業路541~570號,0.0,商,,,1050331,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650305,57.42,0,0,0,無,無,無,35000,610,,0.0,0,,RPOOMLPKMHLFFEA87CC
士林區,建物,臺北市士林區天母西路31~60號,0.0,商,,,1050323,土地0建物1車位0,見其他登記事項,7,店面(店鋪),商業用,鋼筋混凝土造,0690606,212.16,8,0,0,無,無,無,80000,377,,0.0,0,部分分租,RPPOMLPKMHLFFEA97CC
士林區,建物,臺北市士林區忠誠路二段181~210號,0.0,住,,,1050330,土地0建物1車位0,三層,26,住宅大樓(11層含以上有電梯),商業用,鋼骨混凝土造,0841103,2293.62,0,0,0,無,有,有,907224,396,,0.0,0,,RPQOMLPKMHLFFEA08CC
士林區,建物,臺北市士林區延平北路五段1~30號,0.0,商,,,1050330,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0560825,66.11,0,0,0,無,無,無,30651,464,,0.0,0,,RPSOMLPKMHLFFEA28CC
士林區,建物,臺北市士林區通河西街二段121~150號,0.0,住,,,1050410,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1000525,92.21000000000001,2,2,1,有,有,有,28000,304,,0.0,0,,RPUOMLPKMHLFFEA48CC
大同區,建物,臺北市大同區市民大道一段181~210號,0.0,其他,,,1050317,土地0建物1車位0,十七層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0980724,86.59,1,1,1,有,有,有,55000,635,,0.0,0,,RPPNMLPKMHLFFBA57CC
萬華區,建物,臺北市萬華區忠孝西路二段31~60號,0.0,商,,,1050319,土地0建物1車位0,四層,13,套房(1房1廳1衛),住家用,鋼筋混凝土造,0961219,31.580000000000002,1,1,1,有,有,有,15000,475,,0.0,0,,RPVNMLPKMHLFFBA18CC
中正區,建物,臺北市中正區八德路一段1~30號,0.0,商,,,1050324,土地0建物1車位0,十五層,16,辦公商業大樓,商業用,鋼筋混凝土造,0830325,528.73,8,0,0,無,有,無,239910,454,,0.0,0,整層分租,RPWNMLPKMHLFFBA28CC
大同區,建物,臺北市大同區華陰街91~120號,0.0,商,,,1050407,土地0建物1車位0,九層,15,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1001205,75.39,1,1,1,有,有,有,35000,464,,0.0,0,,RPPOMLPKMHLFFBA67CC
中正區,建物,臺北市中正區八德路一段1~30號,0.0,其他,,,1050324,土地0建物0車位0,十六層,16,辦公商業大樓,商業用,鋼筋混凝土造,0830325,243.33999999999997,2,1,0,有,無,有,131394,540,,0.0,0,,RPQOMLPKMHLFFBA77CC
中正區,建物,臺北市中正區濟南路二段1~30號,0.0,住,,,1050409,土地0建物1車位0,六層,11,套房(1房1廳1衛),住家用,鋼筋混凝土造,0960129,44.629999999999995,1,1,1,有,有,有,20000,448,,0.0,0,,RPROMLPKMHLFFBA87CC
內湖區,建物,臺北市內湖區內湖路一段121~150號,0.0,商,,,1050324,土地0建物1車位2,五層,7,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0980805,366.83,8,0,0,無,有,無,144000,393,升降平面,0.0,6000,"大樓管理清潔12,000，車位清潔1,000等於13,000已加入建物租金總額",RPWNMLPKMHLFFCA38CC
內湖區,建物,臺北市內湖區民權東路六段121~150號,0.0,住,,,1050414,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960621,82.1,0,0,0,無,有,有,29000,353,,0.0,0,,RPXNMLPKMHLFFCA48CC
內湖區,建物,臺北市內湖區陽光街331~360號,0.0,工,,,1050402,土地0建物1車位0,二層,8,辦公商業大樓,工業用,鋼筋混凝土造,0961116,321.51,1,1,1,有,有,有,100000,311,,0.0,0,,RPPOMLPKMHLFFCA77CC
中山區,建物,臺北市中山區建國北路二段1~30號,0.0,住,,,1050324,土地0建物1車位0,五層,14,套房(1房1廳1衛),商業用,鋼筋混凝土造,0950713,114.05000000000001,1,1,1,有,有,有,45000,395,,0.0,0,,RPROMLPKMHLFFCA97CC
中山區,建物,臺北市中山區長安東路一段65巷1~30號,0.0,住,,,1050325,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030703,112.81,2,1,2,有,有,有,54000,479,,0.0,0,,RPTOMLPKMHLFFCA18CC
中山區,建物,臺北市中山區樂群三路61~90號,0.0,商,,,1050323,土地0建物1車位1,九層,9,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0970201,213.59,3,2,2,有,有,有,94000,440,坡道平面,40.86,0,,RPWOMLPKMHLFFCA48CC
中山區,建物,臺北市中山區長春路1~30號,0.0,商,,,1050325,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990212,113.41999999999999,2,1,1,有,有,有,77000,679,,0.0,0,,RPPPMLPKMHLFFCA87CC
內湖區,建物,臺北市內湖區民權東路六段211~240號,0.0,住,,,1050330,土地0建物1車位0,一層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1001114,46.28,0,0,0,無,無,無,21000,454,,0.0,0,,RPRPMLPKMHLFFCA08CC
內湖區,建物,臺北市內湖區內湖路三段211~240號,0.0,住,,,1050403,土地0建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020731,117.1,2,1,1,有,有,有,37000,316,坡道平面,15.01,0,,RPTPMLPKMHLFFCA28CC
中山區,建物,臺北市中山區松江路181~210號,0.0,商,,,1050318,土地0建物1車位0,四層,14,辦公商業大樓,商業用,鋼筋混凝土造,0661222,54.879999999999995,0,0,0,無,有,無,21000,383,,0.0,0,,RPUPMLPKMHLFFCA38CC
中山區,建物,臺北市中山區長安東路二段151~180號,0.0,商,,,1050321,土地0建物1車位0,四層,12,辦公商業大樓,商業用,鋼筋混凝土造,0720127,158.23,3,2,2,有,有,無,35000,221,,0.0,0,,RPVPMLPKMHLFFCA48CC
大安區,建物,臺北市大安區復興南路二段61~90號,0.0,其他,,,1050320,土地0建物1車位0,九層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0750801,148.5,3,2,2,有,有,有,45000,303,,0.0,0,,RPPNMLPKMHLFFFA97CC
大安區,建物,臺北市大安區新生南路一段151~180號,0.0,住,,,1050330,土地0建物1車位0,地下一層,7,辦公商業大樓,見使用執照,鋼筋混凝土造,0711224,282.92,1,1,2,有,有,無,94286,333,,0.0,0,,RPSNMLPKMHLFFFA28CC
大安區,建物,臺北市大安區辛亥路二段31~60號,0.0,住,,,1050323,土地0建物1車位0,三層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0791108,116.16,2,2,1,有,有,有,60000,517,,0.0,0,,RPVNMLPKMHLFFFA58CC
大安區,建物,臺北市大安區和平東路一段199巷1~30號,0.0,住,,,1050326,土地0建物1車位0,六層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0951228,67.62,1,1,1,有,有,有,43455,643,,0.0,0,,RPXNMLPKMHLFFFA78CC
大安區,建物,臺北市大安區忠孝東路四段26巷61~90號,0.0,其他,,,1050331,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990212,191.56,2,2,2,有,有,有,100000,522,,0.0,0,,RPOOMLPKMHLFFFA97CC
中山區,建物,臺北市中山區民權西路61~90號,0.0,商,,,1050413,土地0建物1車位1,七層,11,辦公商業大樓,商業用,鋼筋混凝土造,0810626,237.74,0,0,0,無,有,無,100000,421,升降機械,0.0,0,,RPPNMLQKMHLFFCA77CC
信義區,建物,臺北市信義區永吉路30巷83弄1~30號,0.0,住,,,1050319,土地0建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990211,89.97999999999999,3,1,1,有,有,有,40000,445,,0.0,0,,RPPNMLRKMHLFFDA97CC
信義區,建物,臺北市信義區松勇路69巷1~30號,0.0,其他,,,1050325,土地0建物1車位2,八層,22,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1010528,528.09,4,2,4,有,有,有,280000,530,坡道平面,0.0,0,,RPQNMLRKMHLFFDA08CC
信義區,建物,臺北市信義區莊敬路421~450號,0.0,商,,,1050330,土地0建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,0630718,81.6,0,0,0,無,無,有,60000,735,,0.0,0,,RPRNMLRKMHLFFDA18CC
信義區,建物,臺北市信義區忠孝東路五段524巷3弄1~30號,0.0,住,,,1050415,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,122.21000000000001,3,2,2,有,無,有,25000,205,,0.0,0,,RPVNMLSKMHLFFDA68CC
松山區,建物,臺北市松山區南京東路五段181~210號,0.0,商,,,1050413,土地0建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730229,114.28999999999999,3,2,2,有,無,有,46000,402,,0.0,0,含稅、含管理費及二代健保費,RPWNMLSKMHLFFDA78CC
松山區,建物,臺北市松山區八德路三段74巷61~90號,0.0,,,,1050412,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,110.39,0,0,0,無,無,無,65000,589,,0.0,0,,RPOOMLSKMHLFFDA08CC
信義區,建物,臺北市信義區基隆路一段83巷1~30號,0.0,住,,,1050330,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0971030,110.16,3,2,1,有,有,無,30000,272,,0.0,0,,RPROMLSKMHLFFDA38CC
南港區,建物,臺北市南港區松河街751~780號,0.0,住,,,1050330,土地0建物1車位1,六層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040819,90.35,3,2,1,有,有,有,35000,387,坡道平面,47.71,0,,RPUOMLSKMHLFFDA68CC
信義區,建物,臺北市信義區莊敬路361~390號,0.0,商,,,1050418,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,,177.04,2,1,2,有,無,有,34000,192,,0.0,0,,RPVOMLSKMHLFFDA78CC
信義區,建物,臺北市信義區永吉路61~90號,0.0,商,,,1050409,土地0建物1車位0,九層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0891026,197.67000000000002,4,2,2,有,有,有,43000,218,,0.0,0,,RPWOMLSKMHLFFDA88CC
信義區,建物,臺北市信義區永吉路61~90號,0.0,商,,,1050411,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0891026,163.17,4,2,2,有,有,有,49000,300,坡道平面,0.0,0,車位屬另租,RPXOMLSKMHLFFDA98CC
松山區,建物,臺北市松山區民生東路五段69巷2弄1~30號,0.0,住,,,1050411,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,167.57,3,2,2,有,有,有,50000,298,,0.0,0,,RPOPMLSKMHLFFDA18CC
信義區,建物,臺北市信義區永吉路31~60號,0.0,商,,,1050407,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960524,86.56,2,2,1,有,有,有,45000,520,,0.0,0,,RPPPMLSKMHLFFDA28CC
松山區,建物,臺北市松山區八德路三段199巷1~30號,0.0,住,,,1050409,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730127,61.89,2,2,1,有,有,有,28000,452,,0.0,0,,RPQPMLSKMHLFFDA38CC
信義區,建物,臺北市信義區永吉路61~90號,0.0,商,,,1050408,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0891026,197.67000000000002,4,2,2,有,有,有,43000,218,,0.0,0,,RPSPMLSKMHLFFDA58CC
中正區,建物,臺北市中正區忠孝東路一段151~180號,0.0,商,,,1050325,土地0建物1車位0,七層,12,辦公商業大樓,住商用,鋼筋混凝土造,0690205,447.06,5,1,0,有,有,有,195000,436,,0.0,0,月租金第三年度起調3%,RPTNMLSKMHLFFBA28CC
大同區,建物,臺北市大同區太原路151~180號,0.0,商,,,1050321,土地0建物1車位0,二層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910225,201.48000000000002,3,1,2,有,有,有,60000,298,,0.0,0,,RPXNMLSKMHLFFBA68CC
士林區,建物,臺北市士林區東山路25巷88弄1~30號,0.0,其他,,,1050318,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0631009,355.53,5,2,4,有,無,有,160000,450,,0.0,0,,RPVNMLSKMHLFFEA78CC
中山區,建物,臺北市中山區南京東路二段151~180號,0.0,商,,,1050323,土地0建物6車位6,見使用執照,11,廠辦,商業用,鋼骨鋼筋混凝土造,0880521,2939.91,0,0,0,無,有,無,1974424,672,坡道平面,128.52,0,,RPPNMLSKMHLFFCA97CC
中山區,建物,臺北市中山區松江路25巷1~30號,0.0,住,,,1050329,土地0建物2車位0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971118,68.33,2,2,1,有,有,有,45000,659,,0.0,0,,RPOOMLSKMHLFFCA97CC
中山區,建物,臺北市中山區中山北路二段77巷31~60號,0.0,商,,,1050331,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0680813,83.88,3,2,1,有,有,無,28000,334,,0.0,0,,RPPOMLSKMHLFFCA08CC
中山區,建物,臺北市中山區松江路271~300號,0.0,商,,,1050322,土地0建物1車位0,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0590131,98.04,1,1,1,有,有,有,25000,255,,0.0,0,"此建物地址AB二戶出租,本案實租B戶,B戶租賃面積約佔全戶40%",RPROMLSKMHLFFCA28CC
中山區,建物,臺北市中山區農安街1~30號,0.0,商,,,1050329,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980622,52.56999999999999,2,1,1,有,有,無,25000,476,,0.0,0,,RPTOMLSKMHLFFCA48CC
中山區,建物,臺北市中山區伊通街52巷1~30號,0.0,住,,,1050402,土地0建物1車位0,五層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0831222,56.7,1,1,1,有,無,有,15000,265,,0.0,0,,RPUOMLSKMHLFFCA58CC
中山區,建物,臺北市中山區北安路571~600號,105.0,住,,,1050418,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650904,69.83,2,2,1,有,無,無,15000,215,,0.0,0,,RPQPMLSKMHLFFCA28CC
內湖區,建物,臺北市內湖區金湖路391~420號,0.0,商,,,1050401,土地0建物1車位0,一層,13,店面(店鋪),商業用,鋼筋混凝土造,0890103,90.16,0,0,0,無,無,無,56760,630,,0.0,0,,RPSPMLSKMHLFFCA48CC
內湖區,建物,臺北市內湖區瑞湖街178巷1~30號,0.0,工,,,1050418,土地0建物1車位2,二層,5,廠辦,見其他登記事項,鋼筋混凝土造,0970312,285.19,3,0,0,有,有,有,78000,274,坡道平面,0.0,0,,RPTPMLSKMHLFFCA58CC
內湖區,建物,臺北市內湖區民權東路六段123巷1~30號,0.0,商,,,1050318,土地0建物1車位0,八層,14,辦公商業大樓,商業用,鋼筋混凝土造,0890106,91.77000000000001,2,0,0,有,有,無,35000,381,,0.0,0,,RPQQMLSKMHLFFCA38CC
中山區,建物,臺北市中山區中山北路一段121~150號,0.0,商,,,1050414,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),,加強磚造,,65.93,0,0,1,有,無,無,90000,1365,,0.0,0,僅租賃一樓,RPRQMLSKMHLFFCA48CC
內湖區,建物,臺北市內湖區民權東路六段123巷20弄1~30號,0.0,商,,,1050405,土地0建物1車位0,三層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0941025,80.84,1,2,1,有,有,有,34000,421,,0.0,0,,RPSQMLSKMHLFFCA58CC
